PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	population	color	euro
TCGA-X6-A7WC	0.0076	0.0039	0.0021	0.0035	0.0018	-0.0019	0.0029	0.0098	-0.0024	-8e-04	TCGA	#BEBEBE80	TRUE
TCGA-X6-A7WD	0.0073	0.0049	0.0018	0.0037	0.0031	-0.0021	-5e-04	0.011	0.0017	-0.0024	TCGA	#BEBEBE80	TRUE
TCGA-X6-A8C2	0.0082	0.0045	0.0012	0.0066	0.0017	-0.0028	9e-04	0.0134	-0.0036	0.0073	TCGA	#BEBEBE80	TRUE
TCGA-X6-A8C4	0.008	0.0046	0.0038	0.0053	0.0041	-0.0027	-0.0019	0.01	-0.0022	0.0024	TCGA	#BEBEBE80	TRUE
TCGA-X6-A8C6	0.0076	0.0051	0.004	0.0042	0.002	-0.0023	0	0.0064	-3e-04	0.0056	TCGA	#BEBEBE80	TRUE
TCGA-X6-A8C7	0.0081	0.0043	0.003	0.0044	0.0012	0.0012	0.0025	-2e-04	0.0026	1e-04	TCGA	#BEBEBE80	TRUE
TCGA-X9-A971	0.0056	0.0049	0.0046	-0.0241	0.0054	0.0191	0.002	0.0035	0	-0.01	TCGA	#BEBEBE80	TRUE
TCGA-X9-A973	0.0076	0.0046	0.0014	0.0059	-0.0011	-0.0042	-0.0019	0.008	0.0028	0.0068	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAEW	0.0081	0.0049	0.0015	0.0058	-3e-04	-0.0043	-0.0018	0.0072	-0.001	0.0024	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAEX	0.0085	0.0051	0.0023	0.0054	-9e-04	-0.0026	2e-04	0.0101	0.001	0.0068	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAF4	0.0074	0.0049	0.0016	0.0087	5e-04	-0.0053	0.0025	0.0066	-0.0075	0.0067	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAF6	0.0077	0.0053	9e-04	0.0054	3e-04	-7e-04	0.0027	0.0034	0.0024	0.0033	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAF8	0.0073	0.004	0.0014	0.0077	-0.0018	-0.0065	-0.0012	-0.0126	0.002	-7e-04	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAFG	0.0076	0.0048	0.0018	0.0059	0.0013	-0.0034	-0.002	0.0087	5e-04	0.0083	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAFH	0.0082	0.0058	9e-04	0.004	0.0012	-0.0049	0.002	0.0047	-6e-04	0.0057	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAFI	0.0074	0.0046	0.0019	0.007	-5e-04	-0.0037	0.0037	0.0161	1e-04	0.0081	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAFM	0.0078	0.0047	0.0021	0.0056	0.0024	-0.0051	9e-04	0.0063	1e-04	0.0064	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAFO	0.0077	0.0052	0.0021	0.0082	0.0025	-0.0063	0	0.0057	-0.0025	0.0044	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAFV	0.0079	0.0051	0.0016	0.006	-1e-04	-0.0053	-6e-04	0.0082	-0.0039	-3e-04	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAFY	0.0078	0.005	8e-04	0.0039	0.002	-0.0038	0.001	0.0076	-0.0053	0.0069	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAFZ	0.007	0.0049	0.001	0.0083	8e-04	-0.0048	0.0025	0.0058	-0.0033	0.0123	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAG0	0.008	0.0046	0.0013	0.0067	0.0043	-0.0037	0.0022	0.0086	0.0034	0.0071	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAG3	0.0083	0.0048	-1e-04	0.0075	5e-04	-0.0098	-0.0044	0.01	0.0036	0.0073	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAG5	0.008	0.0049	0.0032	0.0055	0.0018	-0.0042	-0.0046	0.0107	0.0018	2e-04	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAG6	0.0069	0.0045	0.0022	0.0036	-3e-04	-0.0028	0.0038	-0.012	-0.0028	0.0019	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAG7	0.0079	0.0045	0.0011	0.0072	-3e-04	-0.0049	9e-04	0.0079	0.003	0.0047	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAG8	0.0077	0.0052	0.0018	0.0049	4e-04	-0.0014	3e-04	0.0053	-6e-04	0.0031	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAG9	0.0081	0.0051	0.0024	0.0077	2e-04	-0.004	-3e-04	0.0066	0.0021	-0.0035	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGA	0.0076	0.0047	0.0031	0.0061	-1e-04	-0.0046	-4e-04	0.0096	0.001	0.0087	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGC	0.008	0.0045	0.0028	0.0071	0	-0.0042	-0.0021	0.0034	0.0031	0.0067	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGE	0.008	0.0051	0.0022	0.0049	-9e-04	-0.003	0.0012	0.0071	-0.0014	0.0049	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGF	0.0082	0.0048	0.0037	0.0031	0.0011	-0.0023	-3e-04	0.006	0.0037	7e-04	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGG	0.0083	0.0049	0.0034	0.0051	3e-04	-0.0021	-0.0021	0.0069	0.004	0.0046	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGI	0.0073	0.0049	0.0038	0.0053	-0.0021	-0.0014	2e-04	0.0059	0.0044	5e-04	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGK	0.0079	0.0053	0.0023	0.0071	-0.0011	-0.0044	0.0011	0.0039	-0.0014	0.0097	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGM	0.0073	0.0043	0.0024	0.0047	0.004	-0.0024	-0.0016	0.0022	-4e-04	0.0024	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGN	0.0075	0.0049	8e-04	0.007	3e-04	-0.0034	-0.0011	0.0072	0.0023	0.009	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGO	0.0079	0.0045	0.0036	0.0083	0.002	-0.0047	1e-04	0.0058	6e-04	0.0046	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGP	0.0078	0.0042	0.0029	0.0061	9e-04	-0.0014	0.0011	0.0101	0.0029	0.0087	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGS	0.0073	0.0028	0	0.0098	0.0021	-0.0116	0.0014	-0.0379	-0.0065	-0.0123	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGT	0.0078	0.0048	4e-04	0.0076	-0.0013	-0.0046	-0.002	0.0103	-5e-04	0.0163	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGV	0.0083	0.0049	0.0025	0.0054	0.0011	-0.0042	0.0021	0.0066	7e-04	0.003	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGW	0.008	0.0044	0.0012	0.0067	0.0011	-0.0072	1e-04	0.0077	0.0022	0.0055	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGX	0.0079	0.0047	0.003	0.0086	0.001	-0.0041	6e-04	0.0084	0.0028	0.0042	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGY	0.0064	8e-04	-0.0021	0.0061	1e-04	-0.0045	-0.0087	0.0056	0.0037	0.0053	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAGZ	0.0066	0.0042	0.0032	-0.0039	-7e-04	0.0054	-0.0013	-0.0362	0.0031	-0.0034	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAH0	0.0076	0.0047	7e-04	0.0065	0.002	-0.0029	-0.0023	0.0039	0.003	0.0065	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAH2	0.008	0.0048	0.0031	0.0081	0.0015	-0.0042	5e-04	0.007	-3e-04	0.0106	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAH3	0.0078	0.0052	3e-04	0.0039	0.0027	-0.0024	-2e-04	0.0111	-2e-04	-4e-04	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAH4	0.0074	0.0045	0.0017	0.0025	0.0049	5e-04	1e-04	0.0023	-0.0014	0.006	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAH8	0.0077	0.0045	0.0036	0.006	-0.0016	-0.0022	-3e-04	0.0089	-0.0027	0.0035	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAHA	0.0077	0.0051	0.0042	0.0019	0.0023	0.0016	0.0027	-0.0026	0.002	0.0053	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAHC	0.0078	0.0053	0.0033	0.0059	-0.0025	-0.0017	-4e-04	0.0032	0.0034	0.0034	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAHG	0.008	0.0049	0.0027	0.0024	0.001	-4e-04	4e-04	0.0086	-2e-04	0.0059	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAHL	0.0074	0.0048	0.001	0.0032	0.0033	7e-04	-1e-04	0.008	0.0061	0.0026	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAHN	0.0078	0.0049	0.0029	0.0056	-0.0013	4e-04	0.001	0.0059	0	0.0047	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAHP	0.0079	0.0049	0.0027	0.0062	0	-0.004	-7e-04	0.0039	-0.0027	0.0163	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAHT	0.0074	0.0051	0.0022	0.0055	9e-04	0.0012	0.002	0.0098	-0.0012	7e-04	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAKD	0.0083	0.0049	0.0032	0.0061	0.0042	-0.0033	0.0018	0.0094	-0.0038	0.0035	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAKG	0.0057	0.0042	0.0039	-0.0201	7e-04	0.0179	-0.002	-0.006	0.0033	-0.0115	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAKH	0.008	0.005	0.0015	0.006	0.0016	-0.0027	-0.0037	0.0069	0.0044	-0.0052	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAKM	0.0079	0.0055	0.0019	0.0073	0.0016	-0.0037	0.0011	0.0077	-1e-04	0.0048	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAL5	0.008	0.0051	0.0053	0.0057	3e-04	-0.0036	-0.0012	0.0079	0.004	0.005	TCGA	#BEBEBE80	TRUE
TCGA-2G-AAL7	0.0077	0.0055	0.0014	0.0068	4e-04	-0.0044	-0.0019	0.0029	0.0029	0.0068	TCGA	#BEBEBE80	TRUE
TCGA-2G-AALP	0.008	0.0053	0.0028	0.0055	5e-04	-0.006	0.002	0.0064	-0.0012	0.0079	TCGA	#BEBEBE80	TRUE
TCGA-2X-A9D5	0.0082	0.0052	0.0016	0.0058	8e-04	-0.0034	0.0017	0.0099	0	0.0065	TCGA	#BEBEBE80	TRUE
TCGA-2X-A9D6	0.0042	0.0046	0.0048	-0.0368	0.0041	0.0286	-1e-04	-0.001	-0.0017	-0.0056	TCGA	#BEBEBE80	TRUE
TCGA-4K-AA1G	0.0069	0.0012	-0.0024	0.0101	-0.0034	-0.0112	0.0036	-0.0349	-0.0042	-0.004	TCGA	#BEBEBE80	TRUE
TCGA-4K-AA1H	0.0075	0.0031	-1e-04	0.0051	-0.0037	-0.0075	0.0043	-0.0335	-0.0017	-0.0097	TCGA	#BEBEBE80	TRUE
TCGA-4K-AA1I	0.0076	0.0031	0.0023	0.0094	-0.0038	-0.0081	0.001	-0.0429	-0.0047	-0.011	TCGA	#BEBEBE80	TRUE
TCGA-S6-A8JW	0.0077	0.0051	0.0028	0.0067	8e-04	-0.0021	0.0023	0.0066	-0.0017	0.0021	TCGA	#BEBEBE80	TRUE
TCGA-S6-A8JX	0.0077	0.0045	0.0025	0.0071	-0.0014	-0.0079	0.0032	0.0026	-0.0051	0.0019	TCGA	#BEBEBE80	TRUE
TCGA-S6-A8JY	0.007	0.0052	0.0021	0.0051	0.0025	-0.0054	3e-04	0.0046	0.0011	0.0059	TCGA	#BEBEBE80	TRUE
TCGA-SB-A6J6	0.0078	0.0052	0.0025	0.0072	0.0014	-0.0033	-9e-04	0.002	7e-04	0.0027	TCGA	#BEBEBE80	TRUE
TCGA-SB-A76C	0.0074	0.0038	6e-04	0.0057	-0.0013	-0.0071	-0.001	-0.0016	0.0013	0.0036	TCGA	#BEBEBE80	TRUE
TCGA-SO-A8JP	0.0073	0.0049	0.0019	0.0026	-0.002	-0.0023	0	0.0111	-0.0025	0.0043	TCGA	#BEBEBE80	TRUE
TCGA-VF-A8A8	0.0068	0.0044	0.0034	-0.001	-6e-04	0.0035	-0.0017	0.0055	0.002	0.0023	TCGA	#BEBEBE80	TRUE
TCGA-VF-A8A9	0.0077	0.0048	0.0021	0.0079	5e-04	-0.0049	-0.0015	0.0029	-0.0018	0.0068	TCGA	#BEBEBE80	TRUE
TCGA-VF-A8AA	0.0073	0.0052	0.0011	0.0093	0.0017	-0.0065	0.0028	-0.0178	-0.0016	1e-04	TCGA	#BEBEBE80	TRUE
TCGA-VF-A8AC	0.0047	0.0045	0.0045	-0.0303	0.0077	0.0331	0.0021	-0.0134	0.0054	0.012	TCGA	#BEBEBE80	TRUE
TCGA-VF-A8AD	0.0051	0.0044	0.0035	-0.0322	0.0049	0.0359	0.0037	-0.0144	0.0028	0.0181	TCGA	#BEBEBE80	TRUE
TCGA-VF-A8AE	0.006	0.0055	0.0017	-0.0165	0.0066	0.0197	-6e-04	-0.008	0.0033	0.0175	TCGA	#BEBEBE80	TRUE
TCGA-W4-A7U2	0.008	0.0048	0.0043	0.004	0.0031	3e-04	-0.0019	0.004	0.0031	5e-04	TCGA	#BEBEBE80	TRUE
TCGA-W4-A7U3	0.0071	0.0049	0.0015	0.0043	0.0016	-0.005	0.001	0.0081	1e-04	0.0033	TCGA	#BEBEBE80	TRUE
TCGA-W4-A7U4	0.0059	0.0045	0.0056	-0.0193	0.0086	0.0237	0	-0.0096	0.0065	0.011	TCGA	#BEBEBE80	TRUE
TCGA-WZ-A7V3	0.0076	0.0045	0.0018	0.0088	-0.0014	-0.0057	-3e-04	0.0066	0.0028	0.0042	TCGA	#BEBEBE80	TRUE
TCGA-WZ-A7V4	0.008	0.004	0.0018	0.0055	2e-04	-0.0064	-0.0017	-0.0148	-0.002	1e-04	TCGA	#BEBEBE80	TRUE
TCGA-WZ-A7V5	0.0067	0.005	0.0048	-0.0088	0.004	0.012	0.0024	-0.0036	-0.0022	0.0015	TCGA	#BEBEBE80	TRUE
TCGA-WZ-A8D5	0.0078	0.0046	0.0018	0.0104	-4e-04	-0.0073	0.0017	-0.0027	-0.0034	0.0057	TCGA	#BEBEBE80	TRUE
TCGA-X3-A8G4	0.0077	0.0046	0.0015	0.0072	0.0014	-0.0028	-0.0011	-0.0025	0.0015	-0.0043	TCGA	#BEBEBE80	TRUE
TCGA-XE-A8H4	0.0075	0.0051	0.0018	0.0018	-4e-04	4e-04	-0.0019	0.0035	0.0043	0.0057	TCGA	#BEBEBE80	TRUE
TCGA-XE-AANI	0.0075	0.0045	-0.0022	0.0025	0.0028	-0.0024	0.0016	0.0066	-1e-04	0.0043	TCGA	#BEBEBE80	TRUE
TCGA-XE-AANV	0.0056	0.0019	-0.0129	0.0025	0.002	-0.0011	-6e-04	-4e-04	-0.0031	0.0011	TCGA	#BEBEBE80	TRUE
TCGA-XE-AAO6	0.008	0.0048	0.0015	0.0106	-5e-04	-0.0103	-0.0015	0.0038	0.0084	0.004	TCGA	#BEBEBE80	TRUE
TCGA-XE-AAOB	0.0077	0.0051	0.0028	0.0064	0.0011	-0.0058	0.0016	0.0078	0.002	0.0092	TCGA	#BEBEBE80	TRUE
TCGA-XE-AAOD	0.0081	0.0038	1e-04	0.0077	0.0012	-0.0041	-0.0021	2e-04	-3e-04	0.0043	TCGA	#BEBEBE80	TRUE
TCGA-XY-A89B	0.0077	0.0049	-1e-04	0.0057	7e-04	-0.0038	-5e-04	0.013	0.0047	0.0024	TCGA	#BEBEBE80	TRUE
TCGA-XY-A8S2	0.008	0.0039	0.0012	0.0049	0.0014	-0.0013	-0.0013	0.0118	9e-04	0.0021	TCGA	#BEBEBE80	TRUE
TCGA-XY-A8S3	0.0083	0.0049	0.0029	0.0091	-9e-04	-0.0039	-9e-04	0.0121	0	0.0045	TCGA	#BEBEBE80	TRUE
TCGA-XY-A9T9	0.0076	0.0051	0.0022	0.0087	-2e-04	-0.0046	1e-04	0.0071	0.0015	0.001	TCGA	#BEBEBE80	TRUE
TCGA-YU-A90S	0.0048	0.0049	0.0015	-0.0102	0.003	0.0143	0.001	0.0028	0.001	-0.0015	TCGA	#BEBEBE80	TRUE
TCGA-YU-A90W	0.0059	0.0043	-0.0013	-0.0101	0.0052	0.013	0.0019	7e-04	0.004	-0.0037	TCGA	#BEBEBE80	TRUE
TCGA-ZM-AA05	0.0075	0.0045	0.0042	-0.0043	-2e-04	0.0043	0.0047	-0.0216	-0.0062	-0.0073	TCGA	#BEBEBE80	TRUE
TCGA-ZM-AA06	0.0071	0.005	0.0054	-3e-04	-2e-04	0.0039	-0.0024	-0.0267	1e-04	-0.0132	TCGA	#BEBEBE80	TRUE
TCGA-ZM-AA0B	0.0074	0.0035	0.0027	0.002	-0.0019	-0.0012	6e-04	-0.0251	0.0024	-0.01	TCGA	#BEBEBE80	TRUE
TCGA-ZM-AA0D	0.0073	0.0046	0.002	8e-04	0.0021	1e-04	-0.002	-0.0265	7e-04	-0.0126	TCGA	#BEBEBE80	TRUE
TCGA-ZM-AA0E	0.0078	0.0048	0.0021	0.0057	0.0014	-0.0051	6e-04	-0.0281	0.0025	-0.009	TCGA	#BEBEBE80	TRUE
TCGA-ZM-AA0F	0.0067	0.0043	0.0016	-0.0015	0.0033	0.0032	1e-04	-0.0175	-0.0022	-0.0147	TCGA	#BEBEBE80	TRUE
TCGA-ZM-AA0H	0.0074	0.0038	0.0014	-0.0027	0.0028	0.0021	0.0032	-0.0247	-0.003	-0.0127	TCGA	#BEBEBE80	TRUE
TCGA-ZM-AA0N	0.0077	0.005	0.0033	-0.0029	0.0018	0.0014	-0.0025	-0.0268	0.0034	-0.0155	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A0YZ	0.0071	0.0041	6e-04	0.0075	7e-04	-0.0052	0.0034	0.0098	0.0054	0.0086	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A0Z3	0.0078	0.0047	0.0019	0.001	0.0031	0.0024	0.0013	0.0057	0.0035	0.0049	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A0ZA	0.0073	0.0047	0.0022	0.0036	0.0031	7e-04	-0.0019	0.0098	0.0022	0.0063	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A0ZB	0.0072	0.0052	0.0037	0.0014	0.0023	0.0055	0.0011	0.0095	-7e-04	-0.0027	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A0ZC	0.0068	0.0049	0.002	0.0053	0.0012	-0.0052	0.0015	-0.0119	-0.0029	0.0042	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A0ZE	0.0082	0.0038	0.0018	0.0057	6e-04	-0.0011	0.0024	0.011	-1e-04	0.0048	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A0ZG	0.0073	0.004	-0.0013	9e-04	6e-04	-0.0018	-0.001	0.0029	-7e-04	0.0018	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A0ZH	0.0081	0.0052	5e-04	0.0052	0.001	-0.0045	0.0022	0.0096	0.0039	0.0087	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A0ZJ	0.0075	0.0052	0.0013	0.0036	0.0022	-0.0013	-0.0016	0.0056	2e-04	0.0046	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A18Y	0.0084	0.0045	0.0022	0.0082	-2e-04	-0.0033	-3e-04	-0.0131	-0.003	-0.0041	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A18Z	0.005	0.0047	0.0062	-0.0306	0.0065	0.0361	0.0032	-0.0193	0.0016	0.0164	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A190	0.0054	0.0048	0.0016	0.001	-2e-04	-0.0049	-0.0041	-0.0326	-0.0122	0.0441	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A191	0.0056	0.0046	0.0058	-0.0252	0.006	0.0233	0.0015	0.0021	-0.0015	-0.0097	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A192	0.0083	0.0051	2e-04	0.0049	-3e-04	-0.0048	-0.0019	0.0123	0.0053	0.006	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A28R	0.0075	0.0052	0.0024	-5e-04	0.0015	0.0023	6e-04	-0.0048	-6e-04	-0.0029	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A28S	0.008	0.0041	0.0016	0.0082	0.001	-0.0025	0.0012	0.0077	9e-04	0.0016	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A28T	0.0077	0.0047	6e-04	0.0032	5e-04	0.0013	-0.003	-0.0018	-2e-04	2e-04	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A28V	0.0078	0.0049	0.0042	-0.0068	0.0067	0.0133	5e-04	0.0036	0.0033	-0.0094	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A28W	0.0075	0.0042	0.001	0.0039	8e-04	-0.0048	-6e-04	-0.0088	0.0018	8e-04	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A28X	0.0074	0.0054	0.0026	0.0042	-7e-04	-0.0053	-0.0012	0.0094	-5e-04	0.0026	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A28Z	0.0079	0.0051	0.0014	0.0056	7e-04	-8e-04	-0.0014	0.0069	6e-04	0.0037	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A291	0.0076	0.0049	0.0038	0.0058	-1e-04	-0.0031	-0.0021	0.0106	-4e-04	0.0033	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A2N7	0.0074	0.0045	4e-04	0.0052	0.0015	-0.0042	4e-04	-0.0144	8e-04	-0.0099	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A2N8	0.008	0.0042	0.0014	0.0029	0.0022	2e-04	-0.0036	0.008	0.0032	0.0051	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A2N9	0.0076	0.0041	0.0025	0.0064	-9e-04	-0.006	-0.0042	-0.0095	-0.0021	-9e-04	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A2NA	0.0079	0.0039	0.0025	0.009	-0.0024	-0.0068	0.0024	-0.0402	4e-04	-0.0132	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A2P4	0.0075	0.0041	0.0035	-0.0021	0.0027	0.0065	0	0.0091	0.003	-0.0015	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A3EZ	0.0074	0.0051	0.0023	6e-04	0.0028	0.0018	-0.0027	0.0098	0.0018	4e-04	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A3F0	0.008	0.0048	8e-04	0.0081	0.0018	-0.0045	0	0.007	-0.0019	0.0052	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A3PR	0.0081	0.005	0.0011	0.0061	-0.0013	-0.0078	0.0035	0.0093	-0.0019	0.0124	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A3PT	0.0075	0.0048	0.0015	0.0014	0.0037	3e-04	-8e-04	0.0099	0.0025	0.0033	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A3PU	0.0079	0.0048	0.0027	0.0057	5e-04	-0.0024	-9e-04	0.0035	-0.0022	-0.001	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A45D	0.0077	0.0046	0.0015	0.0043	-0.0016	-0.0026	0.0012	-0.0088	0.0066	-0.0013	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A45E	0.0073	0.0048	6e-04	-0.0036	0.0029	0.006	0.0016	-0.0136	0.0017	-9e-04	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A45F	0.0073	0.0037	0.0023	0.0043	-0.0016	-0.0035	0.0026	-0.0241	-0.0018	-0.0109	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A45G	0.0076	0.0047	9e-04	0.0071	-2e-04	-0.0052	0.0011	0.0124	-0.0013	0.0074	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A45H	0.0079	0.0048	0.0018	0.0027	-0.001	-0.0026	-5e-04	-0.0093	-0.0011	-0.0011	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A45I	0.007	0.0036	0.0023	0.0026	-3e-04	-0.0044	-0.0027	-0.0322	0.0046	-0.0097	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A45J	0.0071	0.0043	0.0022	-0.0026	1e-04	0.0017	0.0015	-0.0286	0.0026	-0.0124	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A45K	0.0073	0.0049	0.0018	0.0058	2e-04	-0.0026	-0.0029	0.0084	3e-04	0.0011	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A4O8	0.0075	0.0048	0.0023	4e-04	0.0021	2e-04	-6e-04	-0.0025	0.0025	0.0036	TCGA	#BEBEBE80	TRUE
TCGA-BJ-A4O9	0.0066	0.0053	0.001	0.0048	0.0018	0.0016	0.0021	0.0041	0.0047	0.0059	TCGA	#BEBEBE80	TRUE
TCGA-DE-A0XZ	0.0076	0.005	0	0.0052	0.0012	-1e-04	0.001	0.007	0.0014	0.0085	TCGA	#BEBEBE80	TRUE
TCGA-DE-A0Y2	0.008	0.0048	0.0012	0.0054	0.0028	-0.0032	3e-04	0.0098	8e-04	2e-04	TCGA	#BEBEBE80	TRUE
TCGA-DE-A2OL	0.0059	0.0053	0.0032	-0.022	0.0041	0.0211	-7e-04	-0.0017	-3e-04	-0.0093	TCGA	#BEBEBE80	TRUE
TCGA-DE-A3KN	0.0072	0.0042	0.0028	0.0017	0.0044	0.0035	-0.0011	0.01	0.0028	0.0017	TCGA	#BEBEBE80	TRUE
TCGA-DE-A4M8	0.008	0.005	5e-04	0.0059	8e-04	-0.0042	-0.001	0.0069	9e-04	0.0086	TCGA	#BEBEBE80	TRUE
TCGA-DE-A4M9	0.0076	0.0045	9e-04	0.005	0.0017	-0.0023	0.0023	0.0126	0.0012	0.006	TCGA	#BEBEBE80	TRUE
TCGA-DE-A4MB	0.0046	0.0054	0.0034	-0.0085	0.0053	0.0124	-0.0027	0.0091	-0.0069	0.0199	TCGA	#BEBEBE80	TRUE
TCGA-DE-A4MD	0.0073	0.0045	0.0027	0.0049	-0.0026	-0.0051	-6e-04	0.0134	0.0013	0.0042	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A13L	0.006	0.0047	0.0046	-0.0257	0.0037	0.025	-4e-04	0.0073	0.0019	-0.0108	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A13M	0.0072	0.0044	0.0025	-0.0076	0.0025	0.0111	-0.001	0.0072	-0.002	0.0031	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A13P	0.0057	0.0045	0.0039	-0.0299	0.0059	0.0319	0.0032	-0.0197	0.0078	0.0147	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A13T	0.007	0.005	0.0012	-0.0031	0.004	0.0051	-0.0013	0.0061	-5e-04	1e-04	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A13U	0.0079	0.0049	0.0011	0.0072	0.0011	-0.0047	-6e-04	0.0166	0	0.0029	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A13V	0.0073	0.0052	0.0012	-0.0017	0.0045	0.0019	-9e-04	0.0092	0.0013	-0.0064	TCGA	#BEBEBE80	TRUE
